application_id,as_of_date,gross_annual,bureau_score,existing_credit_monthly,file_age_months,delinquencies_24m,delinquency_recency_months,amount,term_months,income_verified,employment,title,age_band,employer_name,postcode_district,tenure_months,dependants,purpose
APP000159,2026-03-31,39937.0,797.0,227.0,138.0,0.0,0.0,3895.0,48.0,Yes,permanent,Mr,35-44,Ashby Group,L17,22.0,3.0,debt_consolidation
APP000160,2026-03-31,48846.0,773.0,80.0,142.0,0.0,0.0,10322.0,36.0,Yes,permanent,Ms,45-54,Ashby Group,CF24,70.0,2.0,home_improvement
APP000161,2026-03-31,57429.0,859.0,120.0,136.0,0.0,0.0,10094.0,24.0,Yes,permanent,Ms,35-44,Kestrel Systems,NE2,143.0,1.0,vehicle
APP000162,2026-03-31,25780.0,583.0,669.0,6.0,1.0,2.0,14560.0,60.0,Yes,permanent,Ms,35-44,Calder Logistics,NE2,176.0,1.0,home_improvement
APP000163,2026-03-31,21465.0,660.0,392.0,74.0,0.0,0.0,14025.0,48.0,Yes,permanent,Mr,25-34,Kestrel Systems,NE2,132.0,3.0,vehicle
APP000164,2026-03-31,45966.0,738.0,383.0,114.0,0.0,0.0,14160.0,36.0,Yes,self_employed,Mr,35-44,Northgate Retail,LS6,23.0,0.0,debt_consolidation
APP000165,2026-03-31,33292.0,710.0,578.0,61.0,0.0,0.0,9551.0,48.0,Yes,self_employed,Mrs,35-44,Ashby Group,CF24,174.0,2.0,home_improvement
APP000166,2026-03-31,34063.0,733.0,270.0,88.0,1.0,21.0,21145.0,60.0,Yes,permanent,Ms,55-64,Kestrel Systems,G12,11.0,0.0,other
APP000167,2026-03-31,21049.0,569.0,470.0,100.0,1.0,19.0,18186.0,48.0,Yes,permanent,Mrs,55-64,Solent Marine,L17,9.0,1.0,debt_consolidation
APP000168,2026-03-31,23545.0,681.0,485.0,76.0,1.0,7.0,3784.0,60.0,No,permanent,Ms,35-44,Harrow Estates,LS6,133.0,0.0,other
APP000169,2026-03-31,47849.0,692.0,478.0,110.0,0.0,0.0,16206.0,60.0,Yes,permanent,Mr,35-44,Meridian Health,CF24,166.0,3.0,home_improvement
APP000170,2026-03-31,18497.0,542.0,543.0,6.0,2.0,23.0,7661.0,36.0,Yes,self_employed,Mrs,25-34,Harrow Estates,B15,116.0,0.0,vehicle
APP000171,2026-03-31,45883.0,804.0,425.0,107.0,0.0,0.0,28878.0,48.0,Yes,self_employed,Mr,35-44,Fenwick & Co,CF24,158.0,0.0,home_improvement
APP000172,2026-03-31,25741.0,633.0,327.0,34.0,0.0,0.0,12695.0,24.0,Yes,contract,Mr,25-34,Calder Logistics,LS6,118.0,0.0,debt_consolidation
APP000173,2026-03-31,35379.0,635.0,273.0,87.0,1.0,12.0,13160.0,48.0,Yes,self_employed,Ms,65+,Fenwick & Co,NE2,18.0,3.0,debt_consolidation
APP000174,2026-03-31,47910.0,854.0,194.0,161.0,0.0,0.0,16745.0,48.0,Yes,permanent,Ms,35-44,Solent Marine,CF24,113.0,1.0,other
APP000175,2026-03-31,50929.0,797.0,150.0,149.0,0.0,0.0,14617.0,60.0,Yes,permanent,Mr,18-24,Harrow Estates,B15,139.0,1.0,home_improvement
APP000176,2026-03-31,54907.0,805.0,122.0,171.0,0.0,0.0,15681.0,36.0,Yes,permanent,Dr,25-34,Kestrel Systems,NE2,90.0,3.0,debt_consolidation
APP000177,2026-03-31,27217.0,636.0,296.0,64.0,0.0,0.0,27726.0,60.0,Yes,permanent,Mr,55-64,Harrow Estates,CF24,129.0,2.0,vehicle
APP000178,2026-03-31,18592.0,584.0,388.0,66.0,1.0,6.0,17817.0,60.0,Yes,permanent,Mr,25-34,Meridian Health,CF24,86.0,2.0,debt_consolidation
APP000179,2026-03-31,28423.0,678.0,583.0,82.0,0.0,0.0,22386.0,48.0,Yes,permanent,Mrs,35-44,Fenwick & Co,L17,21.0,1.0,debt_consolidation
APP000180,2026-03-31,54218.0,845.0,455.0,144.0,0.0,0.0,24579.0,36.0,Yes,self_employed,Mr,65+,Meridian Health,BS7,156.0,0.0,home_improvement
APP000181,2026-03-31,30231.0,663.0,611.0,77.0,2.0,9.0,8816.0,48.0,Yes,permanent,Mr,45-54,Harrow Estates,L17,40.0,1.0,home_improvement
APP000182,2026-03-31,18674.0,622.0,686.0,81.0,0.0,0.0,28796.0,60.0,No,permanent,Ms,35-44,Northgate Retail,G12,39.0,1.0,debt_consolidation
APP000183,2026-03-31,10159.0,624.0,448.0,9.0,1.0,22.0,21290.0,48.0,Yes,permanent,Mr,25-34,Ashby Group,B15,26.0,2.0,home_improvement
APP000184,2026-03-31,27098.0,676.0,369.0,110.0,0.0,0.0,23308.0,24.0,Yes,permanent,Mrs,35-44,Northgate Retail,M14,64.0,0.0,debt_consolidation
APP000185,2026-03-31,22105.0,597.0,560.0,63.0,2.0,14.0,9655.0,60.0,Yes,permanent,Mr,35-44,Solent Marine,CF24,74.0,0.0,debt_consolidation
APP000186,2026-03-31,52745.0,875.0,29.0,179.0,0.0,0.0,22262.0,36.0,Yes,permanent,Mrs,55-64,Kestrel Systems,M14,38.0,0.0,vehicle
APP000187,2026-03-31,60953.0,792.0,41.0,164.0,0.0,0.0,19233.0,48.0,Yes,self_employed,Mr,35-44,Harrow Estates,G12,32.0,2.0,debt_consolidation
APP000188,2026-03-31,54153.0,743.0,194.0,113.0,0.0,0.0,12105.0,36.0,Yes,permanent,Ms,55-64,Solent Marine,B15,83.0,0.0,vehicle
APP000189,2026-03-31,43528.0,717.0,215.0,75.0,0.0,0.0,33256.0,60.0,Yes,permanent,Dr,65+,Kestrel Systems,CF24,5.0,1.0,home_improvement
APP000190,2026-03-31,30512.0,769.0,111.0,165.0,0.0,0.0,20387.0,60.0,Yes,permanent,Mrs,55-64,Kestrel Systems,M14,90.0,1.0,debt_consolidation
APP000191,2026-03-31,57902.0,820.0,234.0,158.0,0.0,0.0,14341.0,24.0,Yes,permanent,Dr,35-44,Kestrel Systems,G12,22.0,1.0,home_improvement
APP000192,2026-03-31,43254.0,675.0,343.0,35.0,0.0,0.0,17593.0,48.0,Yes,permanent,Ms,35-44,Meridian Health,CF24,27.0,1.0,debt_consolidation
APP000193,2026-03-31,57256.0,763.0,323.0,160.0,0.0,0.0,22965.0,60.0,Yes,permanent,Mr,35-44,Harrow Estates,M14,24.0,1.0,debt_consolidation
APP000194,2026-03-31,30724.0,682.0,379.0,67.0,1.0,23.0,24617.0,60.0,Yes,permanent,Ms,45-54,Harrow Estates,CF24,153.0,0.0,vehicle
APP000195,2026-03-31,53047.0,720.0,138.0,95.0,0.0,0.0,20503.0,48.0,Yes,permanent,Mrs,55-64,Ashby Group,BS7,147.0,2.0,debt_consolidation
APP000196,2026-03-31,41153.0,625.0,398.0,9.0,1.0,7.0,25271.0,24.0,Yes,permanent,Mr,45-54,Ashby Group,NE2,177.0,3.0,home_improvement
APP000197,2026-03-31,45695.0,826.0,156.0,102.0,0.0,0.0,27169.0,36.0,No,permanent,Mrs,25-34,Harrow Estates,B15,146.0,1.0,other
APP000198,2026-03-31,37245.0,717.0,166.0,118.0,0.0,0.0,6883.0,36.0,Yes,self_employed,Mr,45-54,Solent Marine,CF24,93.0,0.0,debt_consolidation
APP000199,2026-03-31,20129.0,577.0,634.0,27.0,1.0,8.0,12502.0,36.0,Yes,permanent,Dr,35-44,Calder Logistics,B15,73.0,2.0,home_improvement
APP000200,2026-03-31,34059.0,734.0,485.0,71.0,0.0,0.0,9099.0,60.0,No,permanent,Mr,45-54,Harrow Estates,M14,107.0,1.0,vehicle
APP000201,2026-03-31,19026.0,650.0,611.0,57.0,0.0,0.0,16876.0,24.0,Yes,self_employed,Mr,18-24,Ashby Group,LS6,115.0,2.0,other
APP000202,2026-03-31,31090.0,682.0,560.0,96.0,0.0,0.0,26971.0,48.0,Yes,permanent,Mr,55-64,Meridian Health,B15,178.0,2.0,home_improvement
APP000203,2026-03-31,27110.0,773.0,143.0,15.0,0.0,0.0,21046.0,48.0,Yes,permanent,Ms,45-54,Northgate Retail,M14,62.0,0.0,other
APP000204,2026-03-31,52819.0,821.0,125.0,141.0,0.0,0.0,8306.0,60.0,Yes,permanent,Dr,25-34,Northgate Retail,G12,163.0,0.0,home_improvement
APP000205,2026-03-31,28102.0,666.0,322.0,53.0,1.0,20.0,13947.0,36.0,Yes,permanent,Ms,25-34,Calder Logistics,B15,171.0,0.0,home_improvement
APP000206,2026-03-31,44237.0,824.0,204.0,113.0,0.0,0.0,23864.0,48.0,Yes,permanent,Mrs,25-34,Ashby Group,M14,172.0,0.0,home_improvement
APP000207,2026-03-31,21856.0,640.0,457.0,32.0,0.0,0.0,12164.0,48.0,Yes,permanent,Ms,35-44,Northgate Retail,CF24,114.0,2.0,other
APP000208,2026-03-31,22965.0,524.0,618.0,24.0,2.0,23.0,15425.0,36.0,No,contract,Mr,55-64,Ashby Group,B15,112.0,1.0,debt_consolidation
APP000209,2026-03-31,15424.0,625.0,630.0,40.0,1.0,2.0,18433.0,24.0,Yes,permanent,Ms,65+,Meridian Health,L17,179.0,3.0,home_improvement
APP000210,2026-03-31,50361.0,785.0,205.0,106.0,0.0,0.0,2489.0,60.0,Yes,permanent,Ms,35-44,Northgate Retail,M14,76.0,2.0,home_improvement
APP000211,2026-03-31,42521.0,653.0,97.0,96.0,0.0,0.0,21997.0,60.0,Yes,permanent,Ms,25-34,Kestrel Systems,G12,140.0,0.0,debt_consolidation
APP000212,2026-03-31,30725.0,731.0,447.0,170.0,0.0,0.0,18717.0,36.0,Yes,self_employed,Mr,65+,Harrow Estates,LS6,17.0,2.0,vehicle
APP000213,2026-03-31,53242.0,780.0,320.0,118.0,0.0,0.0,20414.0,48.0,No,permanent,Mr,65+,Harrow Estates,LS6,45.0,0.0,debt_consolidation
APP000214,2026-03-31,21791.0,662.0,300.0,27.0,0.0,0.0,8810.0,36.0,Yes,permanent,Mr,25-34,Solent Marine,L17,92.0,2.0,debt_consolidation
APP000215,2026-03-31,29715.0,551.0,636.0,56.0,1.0,15.0,10390.0,24.0,Yes,permanent,Mr,45-54,Kestrel Systems,G12,133.0,2.0,home_improvement
APP000216,2026-03-31,53727.0,723.0,157.0,128.0,0.0,0.0,11674.0,60.0,Yes,permanent,Mr,45-54,Ashby Group,LS6,35.0,0.0,vehicle
APP000217,2026-03-31,35751.0,620.0,678.0,62.0,0.0,0.0,18029.0,48.0,Yes,permanent,Mr,45-54,Harrow Estates,B15,148.0,1.0,other
APP000218,2026-03-31,20510.0,626.0,490.0,14.0,1.0,11.0,16678.0,24.0,No,self_employed,Ms,45-54,Meridian Health,L17,105.0,0.0,debt_consolidation
APP000219,2026-03-31,57033.0,743.0,68.0,180.0,0.0,0.0,17109.0,60.0,Yes,permanent,Dr,18-24,Meridian Health,BS7,27.0,2.0,debt_consolidation
APP000220,2026-03-31,22823.0,649.0,468.0,24.0,1.0,3.0,29588.0,60.0,Yes,contract,Mrs,25-34,Solent Marine,B15,10.0,2.0,home_improvement
APP000221,2026-03-31,22694.0,570.0,413.0,14.0,0.0,0.0,25941.0,36.0,No,permanent,Ms,25-34,Calder Logistics,G12,73.0,1.0,other
APP000222,2026-03-31,62525.0,782.0,207.0,132.0,0.0,0.0,10757.0,60.0,Yes,contract,Mrs,45-54,Fenwick & Co,B15,148.0,0.0,debt_consolidation
APP000223,2026-03-31,20030.0,737.0,405.0,75.0,0.0,0.0,11249.0,60.0,Yes,permanent,Ms,25-34,Ashby Group,CF24,176.0,0.0,vehicle
APP000224,2026-03-31,36176.0,651.0,385.0,99.0,0.0,0.0,29018.0,48.0,No,self_employed,Mr,25-34,Harrow Estates,L17,137.0,0.0,debt_consolidation
APP000225,2026-03-31,28667.0,659.0,302.0,97.0,0.0,0.0,13773.0,60.0,No,permanent,Mrs,25-34,Fenwick & Co,CF24,43.0,2.0,debt_consolidation
APP000226,2026-03-31,61578.0,838.0,0.0,149.0,0.0,0.0,26491.0,48.0,Yes,permanent,Mrs,18-24,Ashby Group,CF24,162.0,2.0,other
APP000227,2026-03-31,30273.0,664.0,393.0,106.0,1.0,19.0,28140.0,48.0,Yes,contract,Mrs,35-44,Harrow Estates,M14,31.0,3.0,other
APP000228,2026-03-31,24426.0,668.0,115.0,80.0,1.0,7.0,12082.0,48.0,Yes,self_employed,Mx,25-34,Meridian Health,L17,73.0,0.0,vehicle
APP000229,2026-03-31,23885.0,632.0,554.0,75.0,0.0,0.0,14129.0,48.0,Yes,permanent,Mrs,35-44,Solent Marine,L17,121.0,1.0,home_improvement
APP000230,2026-03-31,27005.0,667.0,678.0,6.0,2.0,6.0,16771.0,24.0,Yes,self_employed,Mrs,25-34,Kestrel Systems,G12,63.0,2.0,debt_consolidation
APP000231,2026-03-31,38243.0,643.0,298.0,63.0,1.0,1.0,9672.0,36.0,Yes,contract,Mr,45-54,Solent Marine,G12,61.0,2.0,vehicle
APP000232,2026-03-31,32319.0,645.0,325.0,101.0,1.0,3.0,8816.0,24.0,Yes,self_employed,Dr,25-34,Fenwick & Co,G12,80.0,2.0,other
APP000233,2026-03-31,18453.0,579.0,495.0,6.0,0.0,0.0,13141.0,36.0,Yes,permanent,Ms,45-54,Northgate Retail,LS6,163.0,0.0,debt_consolidation
APP000234,2026-03-31,9000.0,575.0,501.0,39.0,2.0,2.0,22545.0,36.0,Yes,self_employed,Ms,45-54,Ashby Group,L17,86.0,1.0,vehicle
APP000235,2026-03-31,58120.0,755.0,103.0,147.0,0.0,0.0,12791.0,60.0,Yes,contract,Ms,25-34,Meridian Health,G12,18.0,0.0,home_improvement
APP000236,2026-03-31,56754.0,756.0,98.0,135.0,0.0,0.0,14603.0,24.0,Yes,self_employed,Mr,35-44,Ashby Group,BS7,66.0,0.0,debt_consolidation
APP000237,2026-03-31,30008.0,694.0,251.0,64.0,0.0,0.0,12661.0,48.0,Yes,permanent,Mr,35-44,Northgate Retail,NE2,107.0,0.0,debt_consolidation
APP000238,2026-03-31,52465.0,754.0,346.0,192.0,0.0,0.0,5914.0,36.0,Yes,permanent,Mx,35-44,Harrow Estates,NE2,99.0,1.0,vehicle
APP000239,2026-03-31,36047.0,686.0,378.0,6.0,0.0,0.0,27283.0,60.0,Yes,self_employed,Ms,45-54,Harrow Estates,NE2,172.0,0.0,debt_consolidation
APP000240,2026-03-31,13892.0,578.0,824.0,55.0,1.0,21.0,2000.0,36.0,Yes,contract,Dr,18-24,Kestrel Systems,BS7,93.0,2.0,debt_consolidation
APP000241,2026-03-31,33196.0,707.0,225.0,179.0,0.0,0.0,11244.0,48.0,Yes,permanent,Mr,25-34,Calder Logistics,BS7,143.0,0.0,debt_consolidation
APP000242,2026-03-31,36718.0,744.0,270.0,111.0,0.0,0.0,20340.0,60.0,Yes,permanent,Ms,45-54,Harrow Estates,NE2,136.0,0.0,home_improvement
APP000243,2026-03-31,46086.0,808.0,236.0,109.0,0.0,0.0,5681.0,60.0,Yes,self_employed,Ms,25-34,Calder Logistics,LS6,86.0,0.0,vehicle
APP000244,2026-03-31,19568.0,695.0,445.0,100.0,0.0,0.0,20686.0,48.0,Yes,contract,Mr,55-64,Harrow Estates,CF24,77.0,0.0,vehicle
APP000245,2026-03-31,60104.0,765.0,296.0,205.0,0.0,0.0,25542.0,60.0,Yes,permanent,Ms,35-44,Solent Marine,CF24,84.0,3.0,vehicle
APP000246,2026-03-31,33653.0,735.0,294.0,74.0,0.0,0.0,9702.0,36.0,Yes,permanent,Ms,18-24,Harrow Estates,BS7,24.0,1.0,debt_consolidation
APP000247,2026-03-31,44515.0,753.0,86.0,153.0,0.0,0.0,17714.0,48.0,No,permanent,Ms,45-54,Harrow Estates,B15,18.0,0.0,home_improvement
APP000248,2026-03-31,37568.0,693.0,271.0,72.0,0.0,0.0,7820.0,60.0,Yes,permanent,Mr,25-34,Meridian Health,M14,23.0,2.0,vehicle
APP000249,2026-03-31,21341.0,659.0,752.0,65.0,0.0,0.0,19950.0,48.0,Yes,permanent,Ms,65+,Northgate Retail,G12,26.0,1.0,debt_consolidation
APP000250,2026-03-31,29158.0,703.0,221.0,115.0,1.0,13.0,16810.0,60.0,No,contract,Mrs,55-64,Harrow Estates,BS7,18.0,1.0,vehicle
APP000251,2026-03-31,35561.0,729.0,219.0,130.0,0.0,0.0,17763.0,60.0,Yes,permanent,Mx,55-64,Northgate Retail,L17,73.0,2.0,vehicle
APP000252,2026-03-31,35331.0,729.0,585.0,65.0,2.0,14.0,26393.0,60.0,Yes,permanent,Mx,55-64,Northgate Retail,L17,29.0,1.0,home_improvement
APP000253,2026-03-31,60106.0,771.0,332.0,151.0,0.0,0.0,19680.0,60.0,Yes,self_employed,Dr,18-24,Meridian Health,BS7,176.0,0.0,other
APP000254,2026-03-31,35096.0,746.0,335.0,90.0,0.0,0.0,26241.0,60.0,Yes,permanent,Dr,18-24,Calder Logistics,CF24,75.0,3.0,debt_consolidation
APP000255,2026-03-31,40763.0,694.0,204.0,90.0,0.0,0.0,20902.0,36.0,Yes,permanent,Mrs,35-44,Fenwick & Co,B15,4.0,2.0,vehicle
APP000256,2026-03-31,42856.0,703.0,589.0,106.0,0.0,0.0,7148.0,36.0,No,self_employed,Mr,35-44,Ashby Group,NE2,120.0,1.0,home_improvement
APP000257,2026-03-31,47617.0,770.0,235.0,146.0,0.0,0.0,18106.0,36.0,Yes,contract,Ms,35-44,Fenwick & Co,NE2,130.0,2.0,vehicle
APP000258,2026-03-31,31414.0,772.0,457.0,43.0,0.0,0.0,19817.0,60.0,Yes,permanent,Mr,35-44,Harrow Estates,LS6,171.0,2.0,vehicle
APP000259,2026-03-31,28783.0,664.0,356.0,125.0,0.0,0.0,5303.0,60.0,Yes,self_employed,Ms,45-54,Harrow Estates,M14,46.0,1.0,home_improvement
APP000260,2026-03-31,34355.0,716.0,62.0,106.0,0.0,0.0,26147.0,48.0,Yes,permanent,Mr,45-54,Harrow Estates,L17,59.0,2.0,vehicle
APP000261,2026-03-31,48653.0,768.0,0.0,108.0,0.0,0.0,16655.0,60.0,Yes,permanent,Ms,55-64,Solent Marine,BS7,135.0,2.0,vehicle
APP000262,2026-03-31,22456.0,615.0,577.0,81.0,1.0,8.0,18906.0,36.0,Yes,self_employed,Mrs,45-54,Solent Marine,BS7,114.0,1.0,home_improvement
APP000263,2026-03-31,52203.0,820.0,235.0,128.0,0.0,0.0,9421.0,48.0,Yes,permanent,Mr,55-64,Fenwick & Co,LS6,114.0,1.0,vehicle
APP000264,2026-03-31,48155.0,800.0,146.0,165.0,0.0,0.0,16689.0,60.0,No,permanent,Mx,25-34,Harrow Estates,CF24,168.0,1.0,debt_consolidation
APP000265,2026-03-31,49104.0,878.0,16.0,149.0,0.0,0.0,18394.0,36.0,Yes,permanent,Mr,18-24,Ashby Group,BS7,179.0,0.0,debt_consolidation
APP000266,2026-03-31,59571.0,801.0,0.0,158.0,0.0,0.0,13698.0,60.0,Yes,permanent,Ms,35-44,Calder Logistics,NE2,5.0,2.0,other
APP000267,2026-03-31,23454.0,683.0,474.0,53.0,1.0,13.0,16750.0,36.0,Yes,permanent,Mr,55-64,Ashby Group,NE2,72.0,2.0,debt_consolidation
APP000268,2026-03-31,44019.0,750.0,56.0,93.0,0.0,0.0,2000.0,48.0,No,permanent,Mr,35-44,Fenwick & Co,M14,170.0,2.0,vehicle
APP000269,2026-03-31,46172.0,763.0,386.0,111.0,0.0,0.0,26359.0,36.0,Yes,self_employed,Ms,25-34,Ashby Group,M14,6.0,1.0,vehicle
APP000270,2026-03-31,26004.0,561.0,681.0,109.0,0.0,0.0,7787.0,48.0,Yes,permanent,Mr,25-34,Solent Marine,BS7,63.0,0.0,debt_consolidation
APP000271,2026-03-31,44442.0,676.0,776.0,11.0,0.0,0.0,2000.0,48.0,No,permanent,Mr,25-34,Calder Logistics,L17,138.0,0.0,debt_consolidation
APP000272,2026-03-31,46388.0,789.0,303.0,152.0,0.0,0.0,8940.0,60.0,Yes,permanent,Mrs,55-64,Solent Marine,LS6,16.0,0.0,debt_consolidation
APP000273,2026-03-31,43497.0,728.0,177.0,123.0,0.0,0.0,9881.0,60.0,Yes,permanent,Mr,25-34,Meridian Health,BS7,107.0,1.0,vehicle
APP000274,2026-03-31,19837.0,532.0,398.0,16.0,0.0,0.0,20219.0,60.0,Yes,permanent,Dr,55-64,Solent Marine,CF24,166.0,0.0,debt_consolidation
APP000275,2026-03-31,50619.0,775.0,0.0,69.0,0.0,0.0,9288.0,36.0,Yes,contract,Ms,55-64,Solent Marine,G12,98.0,0.0,home_improvement
APP000276,2026-03-31,40563.0,665.0,297.0,143.0,2.0,22.0,18272.0,48.0,Yes,contract,Mr,45-54,Kestrel Systems,LS6,4.0,2.0,home_improvement
APP000277,2026-03-31,38711.0,774.0,155.0,139.0,0.0,0.0,8943.0,24.0,Yes,self_employed,Mr,55-64,Fenwick & Co,G12,23.0,2.0,home_improvement
APP000278,2026-03-31,22412.0,670.0,515.0,140.0,0.0,0.0,32692.0,24.0,Yes,contract,Mx,25-34,Meridian Health,CF24,75.0,0.0,debt_consolidation
APP000279,2026-03-31,26517.0,612.0,606.0,64.0,2.0,22.0,20228.0,48.0,Yes,contract,Mr,25-34,Calder Logistics,LS6,5.0,0.0,vehicle
APP000280,2026-03-31,27371.0,639.0,602.0,50.0,1.0,10.0,30809.0,36.0,Yes,permanent,Mrs,25-34,Fenwick & Co,B15,120.0,1.0,home_improvement
APP000281,2026-03-31,34009.0,628.0,410.0,92.0,0.0,0.0,8528.0,60.0,Yes,contract,Ms,18-24,Ashby Group,G12,51.0,0.0,vehicle
APP000282,2026-03-31,37518.0,699.0,353.0,129.0,0.0,0.0,21114.0,60.0,Yes,contract,Ms,55-64,Harrow Estates,CF24,64.0,1.0,vehicle
APP000283,2026-03-31,55095.0,804.0,383.0,185.0,0.0,0.0,8963.0,36.0,Yes,self_employed,Mr,25-34,Harrow Estates,G12,142.0,1.0,vehicle
APP000284,2026-03-31,33441.0,687.0,231.0,91.0,0.0,0.0,20472.0,48.0,Yes,permanent,Ms,45-54,Ashby Group,CF24,133.0,3.0,home_improvement
APP000285,2026-03-31,28470.0,665.0,316.0,82.0,0.0,0.0,21218.0,48.0,Yes,permanent,Mr,25-34,Ashby Group,L17,145.0,2.0,vehicle
APP000286,2026-03-31,58986.0,768.0,0.0,155.0,0.0,0.0,4172.0,60.0,Yes,permanent,Mrs,35-44,Northgate Retail,CF24,37.0,0.0,home_improvement
APP000287,2026-03-31,22635.0,703.0,487.0,151.0,1.0,20.0,7605.0,60.0,Yes,permanent,Mrs,35-44,Meridian Health,M14,64.0,3.0,other
APP000288,2026-03-31,33310.0,679.0,562.0,103.0,0.0,0.0,7380.0,36.0,Yes,self_employed,Mr,45-54,Fenwick & Co,LS6,116.0,0.0,home_improvement
APP000289,2026-03-31,21968.0,731.0,485.0,48.0,0.0,0.0,4848.0,48.0,No,permanent,Ms,25-34,Northgate Retail,G12,92.0,1.0,vehicle
APP000290,2026-03-31,28519.0,578.0,352.0,29.0,1.0,9.0,10641.0,48.0,Yes,permanent,Mr,25-34,Meridian Health,B15,146.0,2.0,debt_consolidation
APP000291,2026-03-31,50445.0,856.0,204.0,160.0,0.0,0.0,8919.0,24.0,Yes,permanent,Mrs,25-34,Fenwick & Co,NE2,76.0,0.0,vehicle
APP000292,2026-03-31,45956.0,827.0,147.0,131.0,1.0,17.0,5280.0,48.0,No,permanent,Mr,25-34,Fenwick & Co,M14,164.0,1.0,other
APP000293,2026-03-31,24543.0,603.0,531.0,37.0,0.0,0.0,16850.0,36.0,Yes,permanent,Mr,55-64,Ashby Group,B15,42.0,2.0,other
APP000294,2026-03-31,22803.0,714.0,354.0,49.0,1.0,12.0,20206.0,60.0,Yes,permanent,Mr,65+,Meridian Health,G12,119.0,0.0,debt_consolidation
APP000295,2026-03-31,22793.0,619.0,453.0,70.0,0.0,0.0,6252.0,48.0,No,self_employed,Dr,18-24,Ashby Group,L17,145.0,2.0,home_improvement
APP000296,2026-03-31,9000.0,488.0,635.0,41.0,1.0,22.0,11932.0,60.0,Yes,contract,Mrs,55-64,Kestrel Systems,L17,178.0,3.0,debt_consolidation
APP000297,2026-03-31,16818.0,507.0,810.0,58.0,2.0,9.0,16167.0,36.0,Yes,contract,Ms,45-54,Fenwick & Co,G12,70.0,0.0,debt_consolidation
APP000298,2026-03-31,25378.0,605.0,554.0,48.0,1.0,3.0,14366.0,48.0,Yes,permanent,Mrs,18-24,Northgate Retail,LS6,159.0,0.0,debt_consolidation
APP000299,2026-03-31,28957.0,608.0,479.0,110.0,1.0,20.0,10848.0,48.0,Yes,permanent,Ms,25-34,Solent Marine,M14,110.0,2.0,debt_consolidation
APP000300,2026-03-31,37036.0,716.0,244.0,108.0,0.0,0.0,22178.0,36.0,Yes,contract,Mr,55-64,Harrow Estates,G12,116.0,0.0,home_improvement
APP000301,2026-03-31,36125.0,685.0,318.0,174.0,2.0,23.0,22451.0,48.0,Yes,permanent,Mx,25-34,Calder Logistics,G12,48.0,3.0,vehicle
APP000302,2026-03-31,52122.0,702.0,294.0,180.0,0.0,0.0,21194.0,36.0,Yes,permanent,Mr,55-64,Fenwick & Co,B15,159.0,3.0,vehicle
APP000303,2026-03-31,28366.0,702.0,342.0,93.0,1.0,9.0,14532.0,48.0,Yes,permanent,Mrs,35-44,Harrow Estates,NE2,15.0,0.0,home_improvement
APP000304,2026-03-31,32900.0,621.0,421.0,63.0,0.0,0.0,30991.0,36.0,Yes,self_employed,Dr,65+,Kestrel Systems,B15,178.0,2.0,debt_consolidation
APP000305,2026-03-31,36197.0,653.0,325.0,6.0,0.0,0.0,29145.0,60.0,Yes,contract,Mr,35-44,Northgate Retail,BS7,103.0,1.0,debt_consolidation
APP000306,2026-03-31,35678.0,721.0,52.0,105.0,0.0,0.0,13075.0,48.0,Yes,contract,Mx,25-34,Northgate Retail,LS6,106.0,1.0,debt_consolidation
APP000307,2026-03-31,36342.0,689.0,387.0,115.0,0.0,0.0,15187.0,48.0,No,permanent,Mrs,35-44,Kestrel Systems,LS6,34.0,1.0,debt_consolidation
APP000308,2026-03-31,36906.0,680.0,112.0,168.0,0.0,0.0,25000.0,60.0,Yes,self_employed,Mr,35-44,Ashby Group,L17,123.0,0.0,home_improvement
APP000309,2026-03-31,52563.0,750.0,275.0,109.0,0.0,0.0,10089.0,60.0,Yes,permanent,Ms,18-24,Ashby Group,G12,31.0,1.0,vehicle
APP000310,2026-03-31,15877.0,621.0,579.0,105.0,0.0,0.0,19073.0,48.0,Yes,permanent,Mr,45-54,Meridian Health,L17,151.0,2.0,vehicle
APP000311,2026-03-31,35990.0,706.0,148.0,70.0,0.0,0.0,16429.0,48.0,Yes,permanent,Ms,55-64,Meridian Health,M14,135.0,2.0,home_improvement
APP000312,2026-03-31,35277.0,762.0,128.0,132.0,1.0,16.0,10806.0,60.0,Yes,contract,Ms,65+,Meridian Health,L17,33.0,0.0,debt_consolidation
APP000313,2026-03-31,32145.0,639.0,308.0,6.0,0.0,0.0,14343.0,48.0,Yes,permanent,Ms,45-54,Kestrel Systems,M14,143.0,1.0,debt_consolidation
APP000314,2026-03-31,23387.0,648.0,265.0,82.0,1.0,17.0,4291.0,60.0,Yes,permanent,Mr,35-44,Harrow Estates,NE2,115.0,1.0,debt_consolidation
APP000315,2026-03-31,40440.0,699.0,95.0,100.0,0.0,0.0,12004.0,24.0,Yes,permanent,Mr,25-34,Northgate Retail,G12,55.0,0.0,debt_consolidation
APP000316,2026-03-31,24663.0,641.0,624.0,68.0,1.0,18.0,2000.0,24.0,Yes,permanent,Mr,65+,Northgate Retail,M14,120.0,0.0,vehicle
APP000317,2026-03-31,19139.0,536.0,486.0,51.0,0.0,0.0,33174.0,24.0,Yes,contract,Mrs,45-54,Kestrel Systems,LS6,126.0,2.0,debt_consolidation
